GPE	NORP	ORG	PERSON
AMERICA	DEMOCRATS	Medicare	Bush
	Republican	Medicaid	Clinton
	Americans	Safe and Drug-Free Schools	Reagan
	Republican	HOPE Scholarship	Bush
		bi-	
		Trea  Maps and Gov Info  Campaign Literature 	
		the Democratic National Committee Bea	
