GPE	NORP	ORG	PERSON
Connecticut	American	TX	Endorse Clinton
America	Americans	Success	Bush
Stamford	Democratic	RX NO.0545 P.001 fe	Reagan
US	Democrats	TX	Clinton
America	Americans	Hope Scholarships	Dole
		Congress	Pell
		Merit Scholarships	AmeriCorps
		BAZ	Clinton
		Gun-Free Schools Act	
		Technology Literacy Challenge	
		Public School Choice	
		Student Loan	
		the Information Superhighway	
		Democratic National Commitee	
