GPE	NORP	ORG	PERSON
California	Californians	the California Labor Federation	Pete Wilson
San Francisco		CA	Art Pulaski
California		AFL-CIO	Raises
U.S.		Keeps	\
San Funtes		HMO	Gov Info
		CalVet	
		CALIFORNIA LABOR FEDERATION	
		AFL-CIO	
		Montgomery Street	
		Suite	
