GPE	ORG	PERSON
California	POLITICAL	Gov Info
St. Sacramento	the California Democratic Party	STEVE
California	ASSEMBLY	Kuykendall
	AGENCY	
	Methylbromide (AB	
	EPA	
	County Health Department	
