GPE	NORP	ORG	PERSON
Mission Hills	Americans	Advisory Association	John Becker
San Fernando	American	Syimar Chamber of Commerce	Jim Dantona
Ventura County		Northridge	Tony
Sacramento		Los Angeles	Tony Cardenas
Hollywood		Assembly	Stanley Horton
North Hollywood		Lieutenant U.S. Army	Valerie Salkin
U.S.			Tony Cardenas
Intyre			Ed Cholakian
Vietnam			Veterans
			Linda Mc
			Tony
			Gov Info
			Maps
			NS
			Richard H. Lussier
			Richard Lussir
			Tony Cardenas
