GPE	NORP	ORG	PERSON
the United States	American	Congress	Thesc
	Democrats	Family And Medical Leave Is Working	Clinton
	Congressional	Proposal Offers Workers A Greater Choice	
	Americans	Health Care 	
		GOP	
