GPE	NORP	ORG	PERSON
Other States	ASSOreawi	State	Jim Edgar
Sacramento	Mllinois	IMPROVE	Pete Wilson
California	Illinois	BusinessWeek	FRIVOLOUS
CALIFORNIA		Legislature	
Illinois		K Street	
--California		PROBLEM	
Illinois		SHIELD	
pro-Illinois		illinois dcca@accessilcom	
		the Illinois Department of Commerce and Community Affairs	
		ILLINOIS	
