GPE	ORG	PERSON
LOS ANGELES	NORTH GRAND	JULIE KORENSTEIN
Los Angeles	The Board of Education	VICTORIA M. CASTRO
	CALIFORNIA 90012	GEORGE KIRIYAMA
		Sid Thompson
