GPE	NORP	ORG	PERSON
D.C.	Americans	the Safe Drinking Water Act	CLINTO GORE
WASHINGTON	Republican	Florida Everglades	Bill Clinton
		GORE	Clinton
		GENERAL COMMITTEE	Gore
		EPA	¢ Completing
		P.O. Box	Parks
		Brownfields	Clinton
		Endangered Species	
		the Environmental Protection Agency’s	
		DDT	
		EPA	
		The Clinton Administration	
		the Arctic National Wildlife Refuge	
