GPE	NORP	ORG	PERSON
SANTA MONICA	Pro-Tem	Santa Mouica	Asha Greenberg
Santa Monica		Santa Monica Firefighter’s Association	George Menta
Lincoln Park		POST OFFICE BOX	Kelly Olsen
Santa Monica Pier		CALIFORNIA 90407-2160	Steve Brackett P.A.C.
Santa Monica’s			John Stone P.A.C.
Palisades Park			Councilmember 1990 - 1994
			Ken Genser
			Frank Schwengel
			Steven H. Brackett
