GPE	ORG	PERSON
UC	Local Affirmative Action Programs-CFT	the Minimum Wage-CFT & AFL-CIO
Sacramento	Limits Campaign Contributions-CFT	
	Prop	
	California Fedcration of Tcachers/University Council	
	Eliminates State and	
	Recovering Damages-AFL-CIO	
	CFT & SEIU	
	Homes-AFL-CIO	
	CNA	
	Jarvis Benefit Assessment Districts for Local Government-CFT	
	HMO Regulation	
	University Council	
