GPE	NORP	ORG	PERSON
California	AfricanAmericans	The Active Citizenship Campaign	¢
Women	Afroamericanos	PUT VOTERS FIRST FAT CATS	el salario
los politicos		Latinos	Apoyamos
del Governador		CALIFORNIA NEEDS	del sur de California
La		EQUAL	para minorias
		the California School Pere	Nos
		de los Latinos	del distrito
		la iniciativa	La Campana de
		AFLIGE	Pete Wilson
		Proposicién	dentro de loslimites
			del candidato
			quitara la
			aumentaria el salario
