GPE	NORP	ORG	PERSON
California	Californians	Phone	Waldemar Rojas
San Francisco		CA 94103	Carol Ruley
Sacramento City’s		Prop	Delaine Eastin
Los Angeles		CA 90057	
California		7th Floor	
San Francisco Superintendent		High School	
		California State Parent	
		IIT	
		Prop	
