GPE	ORG	PERSON
Beverly Hills	CONGRESS	Al Gore
CALIFORNIA	Pointsetta	Wally Knox
Ca		Tom Hayden
Los Angeles		Bill Clinton
U.S		County Clerk's
UC		Henry Waxman
Sacramento		ELECTION
		Michael Lane
