GPE	ORG	PERSON
LOS ANGELES	CALIFORNIA 90012	GEORGE KIRIYAMA
Los Angeles	the Bond Information Office	VICTORIA M. CASTRO
	NORTH GRAND AVENUE Superintendent	Eat Ghote
	School Repair and Construction	Sidney A. Thompson
		Iam
		JULIE KORENSTEIN
