GPE	NORP	ORG	PERSON
Santa Monica	Democrats	Inglewood	Sheila Kuehl Shari Davis
U.S.	Democratic	Democratic Leadership Club	Harlan Dorin
	DEMOCRAT	Proposition 209 Community College Board	CA 90401
		WES	Henry Waxman
		Proposition 210 School Board Fair Minimum Wage	Dorothy Chapman
		CA	Paul Rosenstein‘
		The New Deal Democratic Club	Bill Clinton
		State Assembly	Jo Katz
		Santa Monica Council	
