GPE	ORG	PERSON
Los Angeles	Bond Measure BB	Kir Conditioning
LAUSD	Bond Measure	Westwood
LA	Westwood Charter School	LAUSD
	Bond Measure BB	Westwood
	Bond Measure BB Would Bring to Westwood Charter 	Marcia Sutter
	the Board of Education	Julie Heath Elliott
		LAUSD
