GPE	ORG	PERSON
M.D.	Epidemiology and Statistics	Clark Heath
mafijuana	SOCIETY	marijuana
Jr.	National Office	Marijuana
Reglan	American Cancer Society	Marinol
	SOCIETY	marijuana
	THC	Marijuana
	National Cancer Institute	marijuana
	delta - 9	Zofran
	marijuana	Marijuana
	NCI	
	AMERICAN CANCER	
	THC	
	National Cancer Institute	
	Response Book	
	NCI	
	Inapsine	
