GPE	NORP	ORG	PERSON
MD	Californians	National Multiple Sclerosis Society	Lester Grinspoon
	American	Sacramento Center for Hematology and Medical Oncology	Kool
		OCI We ‘Yb	Marijuana
		THC	Grinspoon
		Glaucoma Society	John J. Fisher
		UCD Medical Center	marijuana js
		Psychiatry	Marinol
		matijuana	marijuana
		URHNGE LO PED	marijyana
		FACP	
		FDA	
		marijuana	
		the American Academy of Ophthalmology	
		Harvard	
