GPE	NORP	ORG	PERSON
California	Stade	Assembly	Paula
California		BOLAND	Assemblywoman Paula Boland
U.S.		Chair of the Assembly Public Safety Committee	Paula Boland
		SENATE	Paula Boland
		State Senate	Law Enforcement
		State	
		ASSEMBLY	
		Burbank	
		GRP	
		Please Join Victims	
		CA 91506 Non Profit	
		California Republican Party	
		California Peace Officers Association	
