GPE	NORP	ORG	PERSON
Pang	Americans	PO	Clinton
D.C.	Cesarcan	GENERAL COMMITTEE	medica
	Kassebaum	CUston / GORE 96	Childhood Immsaizstiea Initiative
	American		Modicarc
			Bill Clinton
