GPE	ORG	PERSON
Regional Park	California State Assembly	Tom Hayden
Los Angeles County Democratic Party	California State Senate	Howard Berman
Santa Monica Boulevard 	Prevents Local Governments	Wally Knox
Los Angeles	School Structures	AL GORE
	U.S. House of Representatives	PASI Sonn
		Henry Waxman
		Kevin Murray
		Sheila Kuehl
		LAUSD Bond
		Neighborhood
		BILL CLINTON
		Brad Sherman
