GPE	ORG	PERSON
California	WHITE HOUSE	McCaffrey
	American Academy of Ophthalmology	Bob Weiner
	THC	Lisa
	American Cancer Society	marqjuana
	the Food and Drug Administration	marijuana
	the American Medical Association	
	HIV Wasting Syndrome	
	AMA	
	marijuana	
	FDA	
	National Multiple Sclerosis Association	
