GPE	NORP	ORG	PERSON
Santa Monica	Democratic	Lifetime Teaching Credential Masters	Todd Hess
Santa Monica Studios		Malibu Democratic Club	Monica
Santa Monica Studios		Orange High School	
		the Committee to Elect	
		Administrative Credential UCI	
		Santa Monicans for Renter’s Rights 	
		Newport/Mesa School Board	
		SANTA	
