GPE	NORP	ORG	PERSON
US	Republican	Federal Criminal Prosecutor	N. San Fernando Blvd
Burban	Democratic	USA Direct	Paula Boland
		Burbank	Para
		SCHIFF	Eve
		Los Angeles Times	Aan Seut
		Foothill	Adam
		the Pasadena Star News	
		Glendale News  Press	
		Dear Friend	
