GPE	ORG	PERSON
SUPPORTS	AFL-CIO	Duke
California	FE Fraternally	Wilson
Los Angeles County Federation of Labor	Wilson	Miguel Contreras Damon Moore
Los Angeles	AFL-CIO ¢ 2130	Pete Wilson
Klux Klan	House	Damon Moore Political
		David Duke
		Gingrich
		Newt Gingrich
