GPE	ORG	PERSON
L Street	EVP CU SATS	Wifaatnd
California	FPPC	Aggravated Arson
Sacramento	Adopted	Chuck Quackenbush
Hate	California Insurance	HONORARY CHAIR
	Adopted 1991 & 1994	¢
	Adopted	
	Adopted 1993 & 1995	
	Willfully	
	ATM	
	Spousal	
