GPE	ORG	PERSON
Ventura County’s	Prop	litre G
California	Herald Printing’s	Ruth Lundquist
Los Angeles	Ge	
	Herald Printing	
	Owner	
	the New Tax Money Go	
	Anza Blvd	
	California Taxpayers’ Association	
	Burlingame	
	National Federation of Independent Business	
	a Retroactive Tax Increase	
	the Small Business Committee	
