GPE	NORP	ORG	PERSON
Santa Monica	Santa Monicans	USA Direct	ANN CHAPMAN
US		CA 90405	SHEILA KUEHL
Ashland		Unfair  Harassment and Evictions	
Santa Monica		SANTA Renters Rights Bulk Rate	
san Fon		Councilmembers	
Oniitesdayivetsitoltear		SMRR	
SANTA MONICA		SCHOOL BOARD	
		RENT BOARD LACEY GOODE  Take	
		the City Council	
