GPE	ORG	PERSON
Prohibits	OG California Federation of Teachers	Tightens
	Common Cause, League of Women Voters	marijuana
	Vote NO Vote NO Vote	
	al)  Legalizes	
	CFT	
	MB/jrg	
	Recommendation Vote NO Vote	
	afl/cio \wpwin\mary\props	
