GPE	ORG	PERSON
Resepa	Los ANGELES Unirigp SCHOOL DisTRICT	Enwin Staxer
Los ANGELES	RUBIN	Sid Thompson
	Bond Measure	
	a School Repair and Construction Bond	
	Sherman Oaks Center for Enriched Studies	
	Sherman Oaks Center for Enriched Studies	
	ERwin Street	
	Bond Information Office	
	RESEDA	
