GPE	ORG	PERSON
California	California Republican Party Non-Profit Org	CA 91506 Paid
US	Burbank	Assault
America	Huerta - Escobedo	Adam Schiffs
Harboring	Rodriguez - Murillo’	VIOLENT CRIMINAL
United States	Mai Crime	Lopez - Garcia
Los Angeles County	California Council of Police 	Adam Schiff’s
Los Angeles	Protective League	Adam Schiff
	California State Sheriffs Association  Association	Kramer
	Officers Association	Paula Boland
	California Reserve Peace	
