GPE	NORP	ORG	PERSON
California	DEMOCRAT	California Nurses Association	Richard Katz
Ste		ASSEMBLY	Fernando Rd
Sylmar		Southern California Alliance	Marco
LA			Law Enforcement Peace
			Jim Dantona
			Jim Dontono
