GPE	ORG	PERSON
San Francisco	Medicare	AgGS4-BSBA 1S HotaalovsUdasnatlsaateatastntalstaeetateneetllelisebiell
San Francisco	Assembly	Art Pulaski
U.S.	CA	
	the California Labor Federation	
	CALIFORNIA LABOR FEDERATION	
	AFL-CIO NON-PROFIT	
	Montgomery St.	
	ClO	
	Suite	
